,lineNo,assgNo,prevFixDur,firstfixDur,firstPassFixDur,nextFixDur,firstSaccLen,lastSaccLen,prevFixPos,landingPos,leavingPos,totalFixDur,meanFixDur,regressLen,regressDur,pupilDiamMax,pupilDiamLag,timePrtctg,titleNo,wordNo,label
3279,9165.0,287.0,99.0,179.0,179.0,119.0,83.9434,262.2103,122.8007,71.0721,67.7588,179.0,179.0,0.0,0.0,0.3167,0.2002,0.0183,10,1,0
3280,1818.0,57.0,99.0,99.0,99.0,199.0,40.05,720.6837,106.0189,66.1853,64.2067,99.0,99.0,0.0,99.0,-0.0421,0.0259,0.011,8,9,0
3281,6176.0,182.0,298.0,199.0,199.0,119.0,130.0779,78.5064,131.9735,16.14,16.0078,239.0,239.0,0.0,239.0,0.0096,0.1061,0.0296,2,3,0
3282,6278.0,185.0,139.0,119.0,119.0,179.0,112.8207,131.264,38.4187,76.415,63.5472,119.0,119.0,1849.0,239.0,0.1545,0.4,0.0176,3,2,0
3283,3397.0,103.0,119.0,219.0,219.0,179.0,262.894,632.4043,188.0479,88.0412,89.1095,219.0,219.0,0.0,0.0,0.35,0.361,0.0305,3,8,0
3284,10253.0,312.0,0.0,219.0,219.0,119.0,183.0437,212.3682,47.2969,140.0152,126.6462,278.0,139.0,0.0,0.0,0.1408,0.0843,0.0402,2,2,0
3285,3445.0,106.0,0.0,219.0,219.0,80.0,0.0,275.2063,0.0,106.0719,110.1919,219.0,219.0,0.0,0.0,0.4253,0.3913,0.0602,5,1,0
3286,8286.0,258.0,119.0,278.0,278.0,179.0,104.9976,194.5308,63.7024,46.3249,54.722,278.0,278.0,0.0,0.0,-0.0591,0.1494,0.0454,3,4,0
3287,7909.0,245.0,0.0,159.0,159.0,119.0,0.0,188.9874,0.0,91.8491,75.9605,159.0,159.0,0.0,0.0,0.3593,0.2648,0.0889,2,1,0
3288,10436.0,318.0,238.0,199.0,298.0,219.0,248.9543,99.2182,273.6732,20.5183,141.2834,298.0,149.0,0.0,0.0,0.2907,0.2907,0.0635,5,5,0
3289,8199.0,256.0,80.0,159.0,159.0,99.0,243.2057,184.5677,193.0932,48.1274,58.9513,159.0,159.0,0.0,0.0,0.1239,0.3554,0.0136,8,6,0
3290,7315.0,224.0,139.0,418.0,418.0,99.0,310.3824,309.9823,427.8049,137.3909,129.1559,179.0,179.0,0.0,0.0,0.0423,0.0723,0.0266,9,1,0
3291,5702.0,169.0,219.0,199.0,199.0,139.0,184.0,72.1405,134.6477,55.0681,63.4232,199.0,199.0,0.0,0.0,0.1245,0.1325,0.025,1,3,0
3292,979.0,30.0,278.0,278.0,278.0,259.0,68.6913,78.2768,78.7718,59.5084,68.3411,278.0,278.0,3540.0,0.0,0.0989,0.1174,0.0285,5,1,0
3293,8929.0,281.0,119.0,99.0,99.0,219.0,261.5578,119.2015,244.0082,14.1156,24.0832,99.0,99.0,0.0,0.0,0.1737,0.1327,0.0118,10,4,0
3294,6550.0,194.0,139.0,298.0,458.0,80.0,224.5802,353.0287,102.8251,131.1154,42.8981,458.0,152.6667,1632.0,317.0,0.2781,0.248,0.0464,10,7,0
3295,3674.0,115.0,80.0,80.0,279.0,80.0,49.4495,157.6959,95.6033,103.9002,111.5706,279.0,93.0,0.0,0.0,0.361,0.2135,0.0568,4,1,0
3296,10854.0,334.0,139.0,298.0,298.0,219.0,126.58,1236.1789,182.6609,78.6289,1119.3503,298.0,298.0,0.0,0.0,0.267,0.3185,0.0493,9,1,0
3297,10096.0,308.0,139.0,219.0,219.0,99.0,73.5425,179.0112,102.6499,55.7719,68.1487,219.0,219.0,0.0,0.0,-0.0503,0.2347,0.0234,7,2,0
3298,3225.0,98.0,80.0,259.0,259.0,219.0,283.9331,57.2123,357.6171,74.027,91.5123,199.0,199.0,0.0,398.0,-0.3369,0.0441,0.014,5,1,0
3299,10779.0,332.0,99.0,119.0,119.0,139.0,205.7,120.0135,212.0849,8.5,30.2696,119.0,119.0,0.0,80.0,0.185,0.204,0.0265,4,2,0
3300,3051.0,93.0,179.0,558.0,558.0,160.0,621.1258,196.3982,736.6315,111.5404,84.4334,558.0,558.0,0.0,498.0,0.8051,0.8061,0.0423,3,1,0
3301,5627.0,167.0,99.0,179.0,179.0,159.0,97.0155,275.1404,30.4631,68.1487,78.0256,179.0,179.0,0.0,0.0,0.017,0.052,0.012,3,3,0
3302,8664.0,275.0,100.0,139.0,139.0,139.0,145.7232,531.1841,54.3323,94.4788,83.5419,139.0,139.0,0.0,0.0,0.1053,0.1568,0.0188,4,6,0
3303,1724.0,54.0,99.0,99.0,99.0,179.0,38.2001,123.0864,104.0481,64.7341,66.3363,99.0,99.0,0.0,198.0,0.1464,0.2758,0.0163,4,2,0
3304,8635.0,274.0,139.0,139.0,139.0,99.0,95.7209,147.147,88.3629,11.5109,26.4008,139.0,139.0,0.0,0.0,0.1183,0.1063,0.0302,6,2,0
3305,3128.0,95.0,558.0,239.0,239.0,179.0,115.434,83.5853,116.0,44.9722,66.547,239.0,239.0,0.0,20.0,1.1056,2.3481,0.0435,6,1,0
3306,7017.0,213.0,0.0,239.0,239.0,139.0,417.6967,183.6968,492.3749,96.831,96.9149,298.0,298.0,0.0,160.0,0.1193,0.1468,0.0607,1,1,0
3307,5949.0,177.0,159.0,417.0,516.0,179.0,40.5771,95.4005,110.0182,69.8516,10.4403,516.0,258.0,0.0,516.0,0.2091,0.1816,0.0806,2,2,0
3308,8340.0,261.0,99.0,139.0,139.0,99.0,442.1629,252.0005,398.0452,43.1856,47.0106,139.0,139.0,218.0,0.0,0.2644,0.1824,0.0227,4,7,0
3309,355.0,11.0,139.0,159.0,159.0,199.0,140.2257,86.6444,179.0698,46.5108,58.1055,159.0,159.0,0.0,318.0,0.1169,0.0829,0.0146,7,1,0
3310,6641.0,197.0,139.0,119.0,119.0,80.0,152.8275,71.6746,201.487,51.923,61.2148,119.0,119.0,1391.0,1072.0,0.1795,0.2776,0.0223,3,3,0
3311,7336.0,225.0,99.0,119.0,218.0,139.0,418.116,249.3657,537.643,148.2228,139.3781,218.0,109.0,219.0,278.0,0.2003,0.1113,0.0218,4,1,0
3312,1668.0,52.0,139.0,219.0,219.0,159.0,224.1082,108.4735,173.4878,63.0575,78.721,219.0,219.0,0.0,0.0,0.0571,0.2636,0.0192,4,5,0
3313,4367.0,136.0,179.0,99.0,99.0,179.0,590.0858,834.1902,654.2308,61.4919,56.2539,99.0,99.0,0.0,0.0,-0.0823,-0.0378,0.0037,4,1,0
3314,6532.0,194.0,80.0,99.0,218.0,179.0,61.5731,674.9448,100.6578,102.0025,38.8104,218.0,109.0,0.0,0.0,0.1255,0.212,0.0221,5,1,0
3315,5807.0,172.0,99.0,239.0,239.0,179.0,244.0215,148.7725,315.0873,70.5868,65.146,239.0,239.0,0.0,0.0,0.199,0.1525,0.0525,2,1,0
3316,7808.0,240.0,99.0,159.0,159.0,199.0,242.3267,437.7925,231.3655,52.0433,35.0321,159.0,159.0,5031.0,0.0,0.0826,0.0016,0.0152,6,7,0
3317,6819.0,204.0,139.0,199.0,338.0,119.0,80.4767,34.5326,20.5913,62.514,12.3491,338.0,169.0,398.0,457.0,0.3464,0.3464,0.07,2,3,0
3318,4867.0,149.0,238.0,239.0,458.0,239.0,385.1873,95.5667,441.2902,65.2993,60.7166,358.0,179.0,0.0,2246.0,-0.0969,0.1756,0.0407,2,1,0
3319,10052.0,307.0,259.0,80.0,80.0,139.0,141.1737,56.4734,98.0816,45.0,25.3476,80.0,80.0,0.0,0.0,0.1477,0.2672,0.0155,6,2,0
3320,611.0,19.0,139.0,119.0,119.0,159.0,173.7081,242.7725,95.2575,76.1052,72.7616,119.0,119.0,0.0,238.0,-0.1317,-0.1317,0.0267,3,5,0
3321,2303.0,73.0,438.0,319.0,319.0,239.0,86.0131,292.6555,102.0196,55.1838,52.1728,319.0,319.0,0.0,0.0,1.0497,1.8132,0.0197,8,4,0
3322,9111.0,286.0,100.0,139.0,139.0,278.0,201.3982,243.2961,274.8381,79.6006,87.0919,139.0,139.0,0.0,0.0,0.0942,0.0837,0.0154,5,1,0
3323,1914.0,60.0,80.0,99.0,99.0,99.0,106.4918,154.7942,133.0038,39.3859,44.4072,99.0,99.0,0.0,0.0,0.2034,0.2724,0.0479,7,3,0
3324,9223.0,289.0,100.0,99.0,99.0,80.0,219.2761,277.2819,222.0923,29.6057,24.3516,99.0,99.0,0.0,0.0,0.1427,0.2037,0.0048,1,3,0
3325,9283.0,289.0,99.0,100.0,100.0,139.0,430.0291,183.7621,552.2327,125.001,122.6469,80.0,80.0,3160.0,438.0,0.2182,0.1557,0.0039,6,1,0
3326,6104.0,180.0,179.0,159.0,159.0,199.0,144.5424,234.5645,87.0919,53.5584,69.4622,159.0,159.0,0.0,0.0,0.1126,0.2451,0.0154,6,2,0
3327,9650.0,297.0,99.0,80.0,80.0,99.0,80.0656,293.3586,152.0526,112.0402,104.9011,80.0,80.0,0.0,0.0,0.1016,0.1476,0.0155,7,2,0
3328,4252.0,134.0,199.0,139.0,139.0,139.0,159.2545,128.7808,103.3925,62.2656,76.6437,139.0,139.0,0.0,0.0,0.095,0.2625,0.0072,7,3,0
3329,7312.0,224.0,418.0,99.0,99.0,139.0,51.4782,204.7877,108.9082,76.1577,74.4312,99.0,99.0,0.0,0.0,0.0753,0.0713,0.0147,10,1,0
3330,1962.0,61.0,0.0,159.0,159.0,139.0,161.3459,81.9421,55.0364,110.6097,113.1868,99.0,99.0,736.0,419.0,0.0144,0.0979,0.008,4,4,0
3331,5410.0,163.0,179.0,159.0,318.0,219.0,236.5338,264.5043,109.0,130.5038,102.774,318.0,159.0,0.0,0.0,0.0652,0.0592,0.0346,4,3,0
3332,10062.0,307.0,99.0,159.0,159.0,100.0,128.8148,243.654,99.0202,26.2488,21.9659,159.0,159.0,0.0,0.0,0.2672,0.3547,0.0309,9,3,0
3333,10145.0,309.0,80.0,99.0,99.0,99.0,170.4531,44.7353,191.5881,24.3824,23.0868,99.0,99.0,99.0,0.0,0.3242,0.3397,0.0117,8,3,0
3334,8948.0,282.0,159.0,179.0,179.0,219.0,469.5551,179.5446,568.5464,93.2805,103.6641,179.0,179.0,0.0,358.0,0.1052,0.1757,0.0258,3,1,0
3335,1059.0,32.0,0.0,179.0,179.0,358.0,0.0,228.5662,0.0,65.7438,68.0312,179.0,179.0,0.0,0.0,0.0319,0.1024,0.0543,1,1,0
3336,9352.0,290.0,179.0,338.0,338.0,139.0,550.5908,150.1408,681.0264,132.0947,134.5084,139.0,139.0,0.0,278.0,0.0852,0.1402,0.0202,2,1,0
3337,7339.0,225.0,99.0,119.0,218.0,139.0,380.659,521.0002,379.4443,32.0156,40.3764,159.0,159.0,219.0,278.0,0.1803,0.1113,0.0159,4,1,0
3338,9010.0,283.0,139.0,119.0,119.0,139.0,225.1444,336.322,120.0,105.8123,102.2375,119.0,119.0,0.0,0.0,0.1997,0.2982,0.0167,7,2,0
3339,10855.0,334.0,298.0,219.0,219.0,179.0,1236.1789,174.8156,13.6015,70.6417,76.6322,219.0,219.0,0.0,0.0,0.278,0.6975,0.0362,9,2,0
3340,4612.0,143.0,199.0,179.0,179.0,99.0,174.018,236.5021,77.1038,95.1591,93.6923,179.0,179.0,0.0,0.0,0.2167,0.2777,0.0208,7,2,0
3341,6605.0,196.0,0.0,99.0,99.0,159.0,0.0,100.4502,0.0,10.4043,19.3132,99.0,99.0,298.0,0.0,0.1661,0.356,0.0831,4,2,0
3342,10481.0,320.0,199.0,159.0,159.0,119.0,314.8341,201.1796,281.0018,41.6083,61.4858,159.0,159.0,0.0,0.0,0.0542,0.1647,0.049,7,3,0
3343,5371.0,162.0,159.0,378.0,378.0,159.0,99.0808,282.0869,158.1139,51.5218,55.0023,378.0,378.0,0.0,378.0,0.0812,0.1802,0.0473,3,2,0
3344,1973.0,61.0,139.0,139.0,139.0,179.0,140.108,220.4291,226.3736,86.5852,102.0123,99.0,99.0,0.0,377.0,0.0574,0.1289,0.008,4,1,0
3345,4609.0,143.0,119.0,179.0,179.0,119.0,183.0027,127.2095,173.0116,9.5131,20.1556,179.0,179.0,0.0,0.0,0.1087,0.2777,0.0208,6,7,0
3346,4951.0,151.0,0.0,199.0,199.0,139.0,0.0,632.8027,0.0,376.8189,378.4128,199.0,199.0,219.0,0.0,0.0156,0.1301,0.0288,4,5,0
3347,6518.0,193.0,99.0,99.0,99.0,139.0,210.2617,331.7356,161.2452,55.5,62.6618,99.0,99.0,0.0,0.0,0.1324,0.1324,0.0419,10,2,0
3348,1589.0,48.0,139.0,119.0,119.0,139.0,97.8673,167.6969,46.0109,51.87,52.1536,119.0,119.0,0.0,0.0,0.2446,0.2496,0.0244,7,2,0
3349,1260.0,40.0,298.0,99.0,198.0,199.0,172.5007,105.5107,109.1146,66.83,70.0179,198.0,99.0,0.0,0.0,0.2087,0.1187,0.057,1,2,0
3350,9350.0,290.0,338.0,139.0,139.0,199.0,680.3242,131.595,633.0506,45.5,51.0098,139.0,139.0,477.0,0.0,0.0832,0.1402,0.0202,2,7,0
3351,3936.0,127.0,139.0,239.0,378.0,99.0,151.0761,151.8898,77.9295,83.7153,52.8015,378.0,189.0,0.0,0.0,0.1136,0.2226,0.05,3,3,0
3352,4352.0,136.0,119.0,199.0,477.0,179.0,157.9818,125.3236,128.8759,84.1487,44.0114,477.0,238.5,0.0,179.0,-0.0408,-0.0408,0.0179,1,1,0
3353,5574.0,166.0,179.0,139.0,318.0,258.0,838.2412,245.0862,921.7039,87.4486,42.0387,318.0,159.0,0.0,80.0,0.09,0.494,0.0238,7,1,0
3354,4676.0,144.0,139.0,298.0,298.0,219.0,667.4328,142.0317,732.6459,63.0496,51.8483,298.0,298.0,0.0,0.0,0.0797,0.1437,0.0326,7,1,0
3355,1965.0,61.0,0.0,159.0,159.0,139.0,313.6312,298.862,364.5888,53.0212,71.0862,259.0,259.0,736.0,419.0,0.0509,0.0979,0.0208,4,4,0
3356,6460.0,191.0,99.0,80.0,80.0,80.0,200.0156,214.5985,159.1132,38.5389,47.2149,80.0,80.0,0.0,0.0,0.1114,0.0939,0.0171,3,3,0
3357,9913.0,304.0,99.0,159.0,159.0,119.0,220.096,195.3586,231.106,13.3135,3.1623,159.0,159.0,3359.0,2008.0,0.207,0.4325,0.0129,4,4,0
3358,6074.0,179.0,139.0,80.0,457.0,99.0,188.099,114.7661,252.1745,65.8426,26.2345,457.0,114.25,0.0,0.0,0.3516,0.3516,0.0489,9,1,0
3359,10620.0,326.0,80.0,99.0,99.0,80.0,120.2341,129.0213,100.02,37.1248,43.1567,99.0,99.0,0.0,0.0,0.0847,0.0267,0.0366,3,2,0
3360,5725.0,169.0,139.0,99.0,99.0,99.0,453.4358,108.9461,534.6298,68.3977,70.0071,99.0,99.0,0.0,0.0,-0.0045,0.185,0.0124,6,1,0
3361,7436.0,227.0,99.0,139.0,278.0,139.0,78.7544,97.4166,91.3893,45.6974,39.8121,278.0,139.0,0.0,0.0,0.2347,0.1487,0.0265,8,1,0
3362,9147.0,287.0,139.0,219.0,219.0,258.0,223.1435,129.2256,337.0534,108.2266,101.0198,358.0,358.0,0.0,716.0,0.1412,0.1812,0.0366,3,1,0
3363,1054.0,31.0,119.0,219.0,219.0,80.0,95.9231,170.6605,82.4924,21.5928,19.6087,259.0,259.0,0.0,259.0,0.1804,0.4949,0.0222,3,2,0
3364,8310.0,259.0,139.0,219.0,219.0,199.0,88.5903,167.8288,76.3217,33.0643,34.5615,219.0,219.0,0.0,0.0,0.0894,0.1654,0.041,6,1,0
3365,1855.0,58.0,159.0,239.0,239.0,179.0,442.0025,88.8735,537.7295,110.3143,106.0424,239.0,239.0,0.0,239.0,0.1283,0.2154,0.0363,4,1,0
3366,5324.0,160.0,258.0,179.0,179.0,239.0,451.0635,70.8837,550.3635,111.6971,104.9952,179.0,179.0,0.0,179.0,0.0442,0.3512,0.0441,2,1,0
3367,2991.0,91.0,199.0,239.0,239.0,299.0,173.6491,231.9925,200.04,29.6015,23.0217,319.0,319.0,0.0,319.0,0.6906,0.6906,0.0285,5,3,0
3368,1248.0,39.0,179.0,119.0,119.0,139.0,143.5862,89.3826,53.2259,94.7589,97.582,119.0,119.0,0.0,119.0,0.1592,0.3402,0.0428,2,2,0
3369,4697.0,145.0,179.0,258.0,258.0,179.0,194.0232,153.2947,116.1809,82.8734,89.68,179.0,179.0,914.0,179.0,-0.2283,-0.0228,0.0216,4,3,0
3370,2898.0,88.0,179.0,179.0,179.0,458.0,141.8767,303.5927,37.3363,106.6068,97.9617,179.0,179.0,119.0,418.0,0.8252,0.4127,0.0278,3,4,0
3371,6591.0,195.0,179.0,99.0,99.0,119.0,295.0813,96.7187,250.2039,54.7289,58.6728,99.0,99.0,0.0,0.0,0.0231,0.2895,0.0225,7,3,0
3372,7524.0,229.0,139.0,100.0,100.0,119.0,516.1095,194.1262,488.1721,33.5261,44.5112,139.0,139.0,377.0,0.0,0.0672,0.3627,0.02,4,5,0
3373,3269.0,99.0,99.0,119.0,119.0,159.0,165.0916,421.4647,162.2498,14.9164,12.9035,119.0,119.0,0.0,0.0,0.268,0.273,0.017,10,3,0
3374,2081.0,66.0,80.0,80.0,80.0,80.0,151.1895,189.5554,153.5741,47.4473,62.6199,80.0,80.0,0.0,179.0,0.1919,0.1554,0.008,8,3,0
3375,9405.0,291.0,219.0,159.0,159.0,99.0,82.8553,90.4268,89.0898,45.31,49.1172,159.0,159.0,0.0,0.0,0.2402,0.2812,0.0248,7,2,0
3376,9042.0,284.0,159.0,119.0,119.0,99.0,83.6212,256.0005,134.0336,98.0459,95.0013,119.0,119.0,0.0,0.0,0.2422,0.3797,0.0139,8,1,0
3377,3626.0,112.0,159.0,238.0,238.0,199.0,106.3602,356.7555,172.9855,66.2212,79.8311,238.0,238.0,0.0,238.0,0.2715,0.614,0.0735,6,1,0
3378,4692.0,145.0,159.0,179.0,179.0,258.0,37.8319,273.7417,74.6324,34.5579,45.7056,179.0,179.0,0.0,476.0,-0.0593,-0.0593,0.0216,4,1,0
3379,8151.0,255.0,139.0,159.0,159.0,219.0,212.6511,98.0778,237.8571,38.0789,43.4885,159.0,159.0,0.0,0.0,0.2719,0.2719,0.0193,2,1,0
3380,10675.0,328.0,99.0,239.0,239.0,179.0,145.3487,142.4588,213.0469,74.0068,49.163,239.0,239.0,0.0,0.0,0.1377,0.2647,0.0238,8,2,0
3381,10207.0,311.0,119.0,99.0,417.0,139.0,9.1924,68.5456,119.8082,126.1269,210.9988,417.0,139.0,0.0,0.0,0.2562,0.1072,0.0524,3,1,0
3382,9491.0,293.0,99.0,99.0,99.0,139.0,166.2415,48.9311,190.7669,24.7891,28.3064,179.0,179.0,457.0,1112.0,0.1446,0.0661,0.0124,7,2,0
3383,2590.0,78.0,139.0,299.0,518.0,279.0,409.4985,505.0015,516.8143,108.1954,111.8772,997.0,498.5,1434.0,11140.0,0.6525,-0.1365,0.0251,6,1,0
3384,6196.0,183.0,199.0,199.0,199.0,179.0,215.2324,125.03,104.7855,114.5011,126.5168,199.0,199.0,0.0,0.0,-0.0449,0.1946,0.0191,1,2,0
3385,1509.0,45.0,0.0,219.0,219.0,99.0,531.1,69.5881,597.5157,80.7419,81.5675,119.0,119.0,258.0,994.0,0.0001,0.0686,0.0188,6,1,0
3386,8992.0,283.0,0.0,179.0,179.0,219.0,221.5023,188.1495,56.9386,165.7966,146.5486,199.0,199.0,0.0,278.0,0.1052,0.1462,0.028,3,2,0
3387,9705.0,299.0,199.0,179.0,179.0,119.0,479.0942,84.9779,488.8609,30.0832,32.5154,179.0,179.0,119.0,0.0,0.0425,0.043,0.0388,1,5,0
3388,5000.0,153.0,179.0,239.0,239.0,219.0,60.5186,154.7336,73.0,88.8144,84.4408,239.0,239.0,0.0,239.0,0.1771,0.0971,0.0199,1,1,0
3389,10328.0,315.0,139.0,100.0,100.0,179.0,111.6121,620.1842,99.4082,16.2788,38.0789,100.0,100.0,0.0,0.0,0.0173,0.2028,0.0133,4,6,0
3390,8175.0,255.0,179.0,99.0,99.0,139.0,232.1379,89.5014,167.0479,64.2806,68.7695,99.0,99.0,0.0,0.0,0.2699,0.2699,0.012,10,2,0
3391,6306.0,185.0,139.0,119.0,119.0,179.0,166.1942,111.6882,97.4987,118.6971,78.0144,298.0,149.0,1849.0,239.0,0.1625,0.073,0.0441,3,2,0
3392,4368.0,136.0,99.0,179.0,179.0,139.0,834.1902,1351.7157,349.4639,1089.6372,1089.3562,179.0,179.0,0.0,0.0,-0.1203,-0.0378,0.0067,4,4,0
3393,8822.0,279.0,179.0,139.0,139.0,139.0,235.9158,36.0139,246.5198,2.2361,14.7139,139.0,139.0,139.0,0.0,0.1628,0.1708,0.0173,3,3,0
3394,383.0,11.0,139.0,159.0,159.0,199.0,129.6784,130.0548,207.6463,85.821,81.0555,159.0,159.0,0.0,318.0,0.0494,0.0854,0.0146,7,1,0
3395,9686.0,298.0,238.0,179.0,179.0,99.0,568.0603,228.8154,642.909,75.4404,83.7213,179.0,179.0,0.0,0.0,0.1766,0.4446,0.0265,5,1,0
3396,10442.0,319.0,139.0,80.0,80.0,80.0,139.6755,230.5217,93.984,69.7316,59.1037,80.0,80.0,0.0,0.0,0.0382,0.2687,0.0142,1,5,0
3397,6138.0,181.0,278.0,258.0,258.0,219.0,173.926,158.7844,249.0883,77.2528,56.4026,258.0,258.0,0.0,0.0,0.1366,0.0811,0.0302,3,1,0
3398,1021.0,31.0,119.0,258.0,258.0,99.0,103.4843,55.5788,108.8531,62.9385,65.1939,258.0,258.0,0.0,0.0,0.1294,0.1289,0.0221,9,1,0
3399,438.0,13.0,99.0,119.0,119.0,219.0,246.4878,134.4061,111.0,128.9961,111.9933,119.0,119.0,0.0,0.0,0.1098,0.2703,0.0229,7,4,0
3400,10743.0,330.0,199.0,298.0,298.0,278.0,87.5014,110.726,67.6018,33.5149,42.6878,298.0,298.0,0.0,0.0,0.2515,0.38,0.063,7,2,0
3401,6030.0,178.0,80.0,80.0,80.0,80.0,319.9394,144.2099,222.3893,116.9241,113.2254,80.0,80.0,0.0,0.0,0.2561,0.3536,0.006,10,7,0
3402,3530.0,109.0,99.0,100.0,100.0,119.0,101.1781,294.5505,30.0,90.1388,101.5197,100.0,100.0,0.0,0.0,0.2365,0.105,0.025,5,2,0
3403,3983.0,129.0,0.0,139.0,139.0,199.0,33.0038,114.6571,59.5483,39.538,55.394,159.0,159.0,0.0,0.0,0.0376,0.0941,0.0139,6,1,0
3404,10300.0,314.0,139.0,179.0,179.0,99.0,74.9283,147.7176,85.703,60.6383,68.8204,119.0,119.0,0.0,298.0,0.2648,0.5893,0.0407,5,1,0
3405,6143.0,181.0,199.0,139.0,139.0,298.0,75.4072,119.148,62.6498,12.0104,13.6015,139.0,139.0,0.0,0.0,0.0811,0.0756,0.0163,4,3,0
3406,170.0,5.0,278.0,397.0,397.0,99.0,821.5184,80.0078,947.0132,128.0039,103.3247,298.0,298.0,0.0,298.0,0.074,0.1215,0.0266,9,1,0
3407,5893.0,175.0,258.0,298.0,298.0,159.0,163.5925,103.1855,191.9427,23.5053,20.5061,199.0,199.0,0.0,199.0,0.0945,0.054,0.0329,3,4,0
3408,5683.0,168.0,219.0,159.0,159.0,139.0,127.6656,84.5946,78.848,68.3465,79.1596,159.0,159.0,0.0,0.0,0.098,0.327,0.0153,6,3,0
3409,6424.0,190.0,258.0,80.0,80.0,80.0,325.8105,449.2029,412.4961,86.5794,72.892,80.0,80.0,0.0,0.0,0.2374,0.1989,0.0163,2,1,0
3410,6042.0,179.0,80.0,199.0,199.0,179.0,105.0107,111.809,158.4929,52.0096,47.5,199.0,199.0,0.0,0.0,0.1866,0.2416,0.0213,2,1,0
3411,286.0,9.0,378.0,179.0,179.0,179.0,94.4524,148.5412,137.2006,56.0022,61.2413,179.0,179.0,0.0,0.0,0.1744,0.1994,0.023,3,1,0
3412,7815.0,240.0,80.0,99.0,99.0,219.0,124.3262,139.6755,101.789,28.6007,41.1947,99.0,99.0,0.0,337.0,-0.0044,0.1181,0.0094,4,3,0
3413,2460.0,77.0,518.0,20.0,20.0,140.0,245.3166,321.0876,238.0336,19.5,13.4629,159.0,159.0,617.0,338.0,-0.8475,-0.2355,0.014,5,4,0
3414,5536.0,165.0,80.0,80.0,80.0,99.0,296.527,132.0038,220.1022,82.8613,87.0704,80.0,80.0,0.0,239.0,0.107,0.8215,0.0083,8,5,0
3415,8180.0,255.0,139.0,139.0,278.0,80.0,87.6584,100.005,105.9906,88.0596,93.5481,139.0,139.0,0.0,139.0,0.2689,0.3394,0.0169,7,1,0
3416,8909.0,281.0,139.0,139.0,139.0,139.0,194.0309,370.5955,108.5035,94.3835,80.4767,139.0,139.0,0.0,0.0,0.1047,0.0957,0.0165,3,3,0
3417,3838.0,123.0,119.0,278.0,278.0,199.0,137.5582,222.8419,131.856,21.2426,29.7405,99.0,99.0,437.0,99.0,0.1698,0.2128,0.0219,4,3,0
3418,10607.0,325.0,119.0,179.0,179.0,179.0,122.7609,144.5424,90.0,48.4407,49.5101,179.0,179.0,0.0,0.0,0.1442,0.1397,0.0653,2,2,0
3419,8339.0,261.0,159.0,139.0,238.0,139.0,166.0903,442.1629,89.202,76.0953,35.9026,238.0,119.0,0.0,238.0,0.2644,0.1824,0.0389,4,2,0
3420,5414.0,163.0,219.0,159.0,159.0,159.0,220.5091,451.6949,241.2986,23.2648,11.6726,219.0,219.0,0.0,597.0,0.0152,0.0162,0.0238,4,5,0
3421,625.0,21.0,0.0,219.0,219.0,179.0,0.0,63.7122,0.0,13.4164,15.0,219.0,219.0,875.0,0.0,0.0601,0.1441,0.0203,3,2,0
3422,601.0,19.0,139.0,80.0,80.0,100.0,158.0791,280.2789,84.006,69.6796,56.6083,80.0,80.0,0.0,80.0,0.1233,0.0738,0.018,6,2,0
3423,10621.0,326.0,99.0,80.0,80.0,179.0,129.0213,110.0,72.0347,60.7454,62.6279,80.0,80.0,0.0,0.0,0.0342,0.1167,0.0296,3,3,0
3424,6019.0,178.0,199.0,139.0,139.0,139.0,133.0883,474.3113,108.074,29.3981,13.4164,139.0,139.0,0.0,0.0,0.0886,0.2296,0.0104,6,5,0
3425,4415.0,136.0,179.0,139.0,139.0,199.0,138.0154,107.5291,64.1249,76.0428,83.0241,219.0,219.0,0.0,0.0,0.2142,0.1977,0.0082,1,5,0
3426,352.0,11.0,298.0,119.0,119.0,80.0,137.8278,256.1411,147.0544,2.6926,24.4182,119.0,119.0,0.0,0.0,0.1099,0.0829,0.011,8,3,0
3427,4111.0,132.0,199.0,139.0,139.0,179.0,507.7046,80.7233,487.1653,36.6879,49.3077,139.0,139.0,358.0,179.0,0.263,0.263,0.0164,8,2,0
3428,6643.0,197.0,159.0,99.0,199.0,139.0,128.2078,134.0037,116.559,6.0208,58.5342,258.0,129.0,4252.0,834.0,0.0896,0.2776,0.0485,3,4,0
3429,10919.0,336.0,259.0,119.0,119.0,139.0,227.8163,165.2763,207.0676,36.7764,32.0975,119.0,119.0,0.0,0.0,0.038,0.283,0.0101,8,6,0
3430,6001.0,178.0,358.0,139.0,139.0,139.0,114.2147,65.0692,83.3607,25.2389,40.3609,139.0,139.0,1132.0,357.0,0.2071,0.0891,0.0104,3,5,0
3431,7898.0,244.0,199.0,99.0,99.0,159.0,118.9758,180.2505,131.856,24.8847,24.6221,99.0,99.0,0.0,0.0,0.3218,0.3273,0.0445,2,2,0
3432,6656.0,198.0,139.0,99.0,99.0,239.0,783.9547,238.0005,846.3622,63.2949,51.7035,99.0,99.0,0.0,0.0,0.1145,0.1746,0.0237,4,1,0
3433,541.0,17.0,139.0,239.0,239.0,139.0,210.7143,300.0417,103.1746,107.5744,87.5129,239.0,239.0,0.0,0.0,0.1303,0.2083,0.0516,5,5,0
