,model,data_name,sample_len,class_disbalance,f1_test_raw_disbalanced,f1_test_raw_population,f1_test_ctgan_on_disbalanced,f1_test_ctgan_on_population
519,XGB,california,500,1.0,0.7727272727272727,0.8296382730455076,0.5637583892617449,0.5362933942757645
520,Nearest Neighbors,california,1000,0.2,0.12121212121212122,0.14722689075630252,0.1976284584980237,0.3455605962410888
521,Decision Tree,california,1000,0.2,0.7391304347826086,0.7010523881114837,0.0,0.0065865943432778
522,Random Forest,california,1000,0.2,0.5185185185185185,0.48495523264347573,0.0,0.0
523,Neural Net,california,1000,0.2,0.09523809523809523,0.06192184255238815,0.01904761904761905,0.020023103581055062
524,AdaBoost,california,1000,0.2,0.7428571428571429,0.7113439746557817,0.0,0.0
525,Naive Bayes,california,1000,0.2,0.37254901960784315,0.7135808460729597,0.0196078431372549,0.038938728765031495
526,QDA,california,1000,0.2,0.5671641791044776,0.7974086071263304,0.038834951456310676,0.054555787080886535
527,XGB,california,1000,0.2,0.6486486486486487,0.7448015122873346,0.01680672268907563,0.06318123037132828
528,Nearest Neighbors,california,1000,0.4,0.29850746268656714,0.3106267029972752,0.31910112359550563,0.4170712430845659
529,Decision Tree,california,1000,0.4,0.7088607594936709,0.7207348493334826,0.0,0.0007633587786259542
530,Random Forest,california,1000,0.4,0.6153846153846154,0.6621890547263681,0.00980392156862745,0.0015506881178522969
531,Neural Net,california,1000,0.4,0.46938775510204084,0.6682961605051431,0.009900990099009901,0.005052467936261173
532,AdaBoost,california,1000,0.4,0.6578947368421053,0.7625252752190519,0.0,0.0
533,Naive Bayes,california,1000,0.4,0.5203252032520326,0.7147122911790816,0.1552511415525114,0.19374120956399438
534,QDA,california,1000,0.4,0.6534653465346535,0.8013029315960912,0.23478260869565218,0.25961860153897626
535,XGB,california,1000,0.4,0.7123287671232876,0.8002629560644242,0.29900332225913623,0.2918013517484572
536,Nearest Neighbors,california,1000,0.6,0.432,0.3964221824686941,0.3495798319327731,0.4519973515780181
537,Decision Tree,california,1000,0.6,0.7130434782608696,0.768955349620893,0.046511627906976744,0.06390328151986183
538,Random Forest,california,1000,0.6,0.6605504587155964,0.716542750929368,0.019672131147540985,0.009318578916715201
539,Neural Net,california,1000,0.6,0.11764705882352941,0.12356478950246036,0.5567206863679695,0.6641432916525853
540,AdaBoost,california,1000,0.6,0.7521367521367521,0.8083933870284019,0.06349206349206349,0.09466374269005848
541,Naive Bayes,california,1000,0.6,0.6781609195402298,0.735296452099373,0.08333333333333333,0.10291060291060292
542,QDA,california,1000,0.6,0.7792207792207793,0.8148671316323828,0.06567164179104477,0.07786741494212557
543,XGB,california,1000,0.6,0.7413793103448276,0.8200677392040644,0.3101851851851852,0.31477139507620167
544,Nearest Neighbors,california,1000,0.8,0.46153846153846156,0.4733038507172905,0.43337484433374845,0.48538911104275606
545,Decision Tree,california,1000,0.8,0.684931506849315,0.7382972038956959,0.3504424778761062,0.39172487909725956
546,Random Forest,california,1000,0.8,0.7875,0.7938995975428934,0.565284178187404,0.6082251082251082
547,Neural Net,california,1000,0.8,0.23404255319148937,0.19340198987606913,0.6157443491816056,0.665266198385085
548,AdaBoost,california,1000,0.8,0.7976190476190477,0.8338022508038585,0.6731813246471227,0.7201365187713311
549,Naive Bayes,california,1000,0.8,0.6486486486486487,0.7465300021353833,0.7502930832356389,0.77323350491343
550,QDA,california,1000,0.8,0.7771428571428571,0.8320891996598319,0.7157190635451505,0.7493657122145705
551,XGB,california,1000,0.8,0.8121212121212121,0.8436334307893941,0.5040214477211796,0.5265225933202358
552,Nearest Neighbors,california,1000,1.0,0.46632124352331605,0.5145821100019573,0.46354733405875953,0.4865880388268448
553,Decision Tree,california,1000,1.0,0.7474747474747475,0.7857610015883397,0.7017167381974249,0.7239503131095371
554,Random Forest,california,1000,1.0,0.7604166666666666,0.7822501472609464,0.4665718349928876,0.4947951872380695
555,Neural Net,california,1000,1.0,0.6744186046511628,0.6641133111721347,0.6909920182440137,0.7164114260888454
556,AdaBoost,california,1000,1.0,0.7794871794871795,0.8173777820973855,0.7129724208375894,0.7441637964026023
557,Naive Bayes,california,1000,1.0,0.7579908675799086,0.7651501528502068,0.7099767981438515,0.730444322545255
558,QDA,california,1000,1.0,0.8148148148148148,0.8234046314300866,0.7296996662958843,0.757962444236954
559,XGB,california,1000,1.0,0.8102564102564103,0.8551777584035648,0.6229143492769744,0.658471972025008
560,Nearest Neighbors,california,2000,0.2,0.07547169811320754,0.15812395309882746,0.20302375809935205,0.3388166622446272
561,Decision Tree,california,2000,0.2,0.5454545454545454,0.599687255668491,0.019417475728155338,0.013516122803630045
562,Random Forest,california,2000,0.2,0.5,0.4816600906035365,0.0,0.0003904724716907458
563,Neural Net,california,2000,0.2,0.10526315789473684,0.07997010463378176,0.06698564593301436,0.055597579425113466
564,AdaBoost,california,2000,0.2,0.6764705882352942,0.7171753441053261,0.0,0.0
565,Naive Bayes,california,2000,0.2,0.5915492957746479,0.68,0.19658119658119658,0.21835715515756846
566,QDA,california,2000,0.2,0.6818181818181818,0.7952689972786268,0.136986301369863,0.17584369449378331
567,XGB,california,2000,0.2,0.7142857142857143,0.7479924421350969,0.22377622377622378,0.31204781377791757
568,Nearest Neighbors,california,2000,0.4,0.20689655172413793,0.2957884427032321,0.32049947970863685,0.46827505579764056
569,Decision Tree,california,2000,0.4,0.5507246376811594,0.6633373934226553,0.28991596638655465,0.32195437631451224
570,Random Forest,california,2000,0.4,0.562962962962963,0.6357733927434754,0.1934065934065934,0.19843068875326939
571,Neural Net,california,2000,0.4,0.125,0.14563106796116504,0.4630541871921182,0.5225754742185412
572,AdaBoost,california,2000,0.4,0.6753246753246753,0.73190098085007,0.5562700964630225,0.5598951507208388
573,Naive Bayes,california,2000,0.4,0.6097560975609756,0.7123068116771608,0.3153526970954357,0.36842936069455406
574,QDA,california,2000,0.4,0.7182320441988951,0.8281074456133184,0.3292181069958848,0.36694058154235143
575,XGB,california,2000,0.4,0.7590361445783133,0.8288597809748766,0.37985611510791367,0.49196761341729855
576,Nearest Neighbors,california,2000,0.6,0.3778801843317972,0.42158956109134044,0.43802281368821294,0.48811962310528473
577,Decision Tree,california,2000,0.6,0.7480314960629921,0.774106119045137,0.5597624350408315,0.6231550699635806
578,Random Forest,california,2000,0.6,0.704225352112676,0.7065217391304348,0.5226223453370268,0.5777007510109763
579,Neural Net,california,2000,0.6,0.39751552795031053,0.3881342701014832,0.5925548189699134,0.7029324266893328
580,AdaBoost,california,2000,0.6,0.7717842323651453,0.8177154224688514,0.6205860255447032,0.6886432554044801
581,Naive Bayes,california,2000,0.6,0.7116104868913857,0.7443954968184043,0.6007662835249042,0.6748190178047349
582,QDA,california,2000,0.6,0.7708333333333334,0.8178885104857502,0.603273577552611,0.6762177650429799
583,XGB,california,2000,0.6,0.8489795918367347,0.8464627741736176,0.5571536714610144,0.6250743900019837
584,Nearest Neighbors,california,2000,0.8,0.429042904290429,0.4673698088332235,0.4902077151335312,0.5161538461538462
585,Decision Tree,california,2000,0.8,0.7582089552238805,0.792149866190901,0.565587734241908,0.5611551528878822
586,Random Forest,california,2000,0.8,0.7697368421052632,0.7765527780809955,0.6132315521628499,0.6192589534523687
587,Neural Net,california,2000,0.8,0.6666666666666666,0.7291300527240774,0.612626656274357,0.6626939951542139
588,AdaBoost,california,2000,0.8,0.825,0.8129005147599537,0.5893300248138957,0.5892820617713234
589,Naive Bayes,california,2000,0.8,0.7134831460674157,0.7683689664830547,0.5856469355683604,0.6032023799107533
590,QDA,california,2000,0.8,0.8,0.8306949288972364,0.5826771653543307,0.5990694407865859
591,XGB,california,2000,0.8,0.8520710059171598,0.8640161046804228,0.5438919582565992,0.5464425883063299
592,Nearest Neighbors,california,2000,1.0,0.5255102040816326,0.5457532128708088,0.5508637236084453,0.538935786777957
593,Decision Tree,california,2000,1.0,0.7855297157622739,0.789740589038424,0.652888182299947,0.6521025641025641
594,Random Forest,california,2000,1.0,0.7864583333333334,0.8133101180112208,0.5829551185073122,0.5731051344743276
595,Neural Net,california,2000,1.0,0.7645569620253164,0.7761954163915873,0.3419773095623987,0.36380626070705496
596,AdaBoost,california,2000,1.0,0.8226221079691517,0.8417287054046215,0.6202463845741831,0.6164681512169861
597,Naive Bayes,california,2000,1.0,0.6877323420074349,0.7019858054340813,0.613962089690245,0.6064504439210002
598,QDA,california,2000,1.0,0.7692307692307693,0.799866633324998,0.6234251049930004,0.615174920490686
599,XGB,california,2000,1.0,0.8586387434554974,0.8702614063856468,0.5973614775725594,0.5905390085540555
600,Nearest Neighbors,california,3000,0.2,0.1935483870967742,0.13972744523029154,0.22946544980443284,0.38477907122293153
601,Decision Tree,california,3000,0.2,0.5833333333333334,0.6763048272482235,0.1388888888888889,0.10890202400143292
602,Random Forest,california,3000,0.2,0.4175824175824176,0.4888304862023653,0.0,0.0007804878048780488
603,Neural Net,california,3000,0.2,0.056338028169014086,0.10877581120943952,0.11550151975683891,0.15519713261648746
604,AdaBoost,california,3000,0.2,0.65,0.7178302116273413,0.29357798165137616,0.3101095064275512
605,Naive Bayes,california,3000,0.2,0.528,0.6487929152007764,0.24929178470254956,0.2247191011235955
606,QDA,california,3000,0.2,0.6119402985074627,0.7520689264255753,0.2888283378746594,0.28647302904564315
607,XGB,california,3000,0.2,0.6833333333333333,0.776239907727797,0.26900584795321636,0.32349397590361445
608,Nearest Neighbors,california,3000,0.4,0.2122905027932961,0.3315642458100559,0.3692088382038489,0.47736715504045485
609,Decision Tree,california,3000,0.4,0.5882352941176471,0.6624156958920907,0.4836795252225519,0.5667936853565596
610,Random Forest,california,3000,0.4,0.5664739884393064,0.6271054677377559,0.5152129817444219,0.5091579918302807
611,Neural Net,california,3000,0.4,0.0975609756097561,0.1048938134810711,0.05466237942122187,0.03667621776504298
612,AdaBoost,california,3000,0.4,0.7121951219512195,0.7747706941456234,0.5420711974110033,0.6262783459315251
613,Naive Bayes,california,3000,0.4,0.631578947368421,0.7200806813088301,0.5607305936073059,0.6180165091518124
614,QDA,california,3000,0.4,0.7415730337078652,0.8248031496062992,0.568824065633546,0.6350035620992638
615,XGB,california,3000,0.4,0.7892376681614349,0.832569540658638,0.5451638689048761,0.642457487657707
616,Nearest Neighbors,california,3000,0.6,0.39634146341463417,0.4409857328145266,0.46779661016949153,0.5365665896843725
617,Decision Tree,california,3000,0.6,0.7138461538461538,0.7759873617693522,0.6563876651982379,0.7263826863620749
618,Random Forest,california,3000,0.6,0.6688102893890675,0.7564755368607483,0.6522887323943662,0.7211370770840599
619,Neural Net,california,3000,0.6,0.6258992805755396,0.698212157330155,0.5633344187561055,0.6765052310676921
620,AdaBoost,california,3000,0.6,0.7724550898203593,0.8172667842689634,0.6480549199084669,0.7101761956130889
621,Naive Bayes,california,3000,0.6,0.6187363834422658,0.7405026782035434,0.6087304765718863,0.6956100710135571
622,QDA,california,3000,0.6,0.7644230769230769,0.8254799301919721,0.6188376753507014,0.7057967499393646
623,XGB,california,3000,0.6,0.8249258160237388,0.8649090537502555,0.6256410256410256,0.6906369775506479
624,Nearest Neighbors,california,3000,0.8,0.4793028322440087,0.4987118935165307,0.4770797962648557,0.48331774243841596
625,Decision Tree,california,3000,0.8,0.8058455114822547,0.7798146240988671,0.5165855816010615,0.5438520130576714
626,Random Forest,california,3000,0.8,0.7455357142857143,0.7730535615681944,0.531540847983454,0.5468574984443062
627,Neural Net,california,3000,0.8,0.75,0.784415087114685,0.22673198040587825,0.20875645080739139
628,AdaBoost,california,3000,0.8,0.8392484342379958,0.8369262506446622,0.623062015503876,0.6294015107495642
629,Naive Bayes,california,3000,0.8,0.7095761381475667,0.7385717623238065,0.48300220750551875,0.514021704093693
630,QDA,california,3000,0.8,0.8055555555555556,0.8246844319775596,0.4924712134632418,0.5261912444874691
631,XGB,california,3000,0.8,0.8777555110220441,0.8687637747946303,0.6261113710809546,0.6225226257303242
632,Nearest Neighbors,california,3000,1.0,0.5322033898305085,0.553602140263711,0.49178034277719485,0.4915852060868689
633,Decision Tree,california,3000,1.0,0.7950963222416813,0.770859021783806,0.5306760453302071,0.5474628926475664
634,Random Forest,california,3000,1.0,0.7922535211267606,0.7981642019377868,0.5480059084194978,0.5759705850546123
635,Neural Net,california,3000,1.0,0.6877370417193426,0.7062577042999058,0.5110842402257154,0.5334108076699593
636,AdaBoost,california,3000,1.0,0.8273504273504273,0.8320595728003135,0.5913897280966768,0.6037065808456331
637,Naive Bayes,california,3000,1.0,0.7186147186147186,0.7392880685563612,0.5334266713335667,0.5450308985918346
638,QDA,california,3000,1.0,0.7745664739884393,0.8063120386866888,0.5883949779436716,0.5943238731218697
639,XGB,california,3000,1.0,0.8762886597938144,0.8784259984338293,0.6407766990291263,0.6500369939752669
640,Nearest Neighbors,credit,100,0.2,0.0,0.04899070083919256,0.0,0.13325107958050586
641,Decision Tree,credit,100,0.2,0.0,0.4841347726529277,0.0,0.07665825109019968
642,Random Forest,credit,100,0.2,0.0,0.2808150090780714,0.0,0.0
643,Neural Net,credit,100,0.2,0.0,0.022685185185185187,0.0,0.025029515938606847
644,AdaBoost,credit,100,0.2,0.0,0.39455040871934605,0.0,0.0
645,Naive Bayes,credit,100,0.2,0.3333333333333333,0.7081162440662268,0.46153846153846156,0.18715203426124197
646,QDA,credit,100,0.2,0.0,0.0,0.3333333333333333,0.16681109185441942
647,XGB,credit,100,0.2,0.0,0.43401969561324977,0.0,0.045063879210220675
648,Nearest Neighbors,credit,100,0.4,0.0,0.35355854378484747,0.2222222222222222,0.31594585671838893
649,Decision Tree,credit,100,0.4,0.7692307692307693,0.5978231292517007,0.0,0.04257309941520468
650,Random Forest,credit,100,0.4,0.75,0.38485572505054216,0.0,0.0
651,Neural Net,credit,100,0.4,0.0,0.022211938917167977,0.45454545454545453,0.6753417888321529
652,AdaBoost,credit,100,0.4,0.7272727272727273,0.5942310566432522,0.09523809523809523,0.05038488453463961
653,Naive Bayes,credit,100,0.4,0.5263157894736842,0.6698366041324457,0.46153846153846156,0.27801592161665645
654,QDA,credit,100,0.4,0.6,0.5726152568184965,0.4,0.29608713190802743
655,XGB,credit,100,0.4,0.8333333333333334,0.6096104634631788,0.2608695652173913,0.20898685883849089
656,Nearest Neighbors,credit,100,0.6,0.18181818181818182,0.3390517779164067,0.2962962962962963,0.402627070245574
657,Decision Tree,credit,100,0.6,0.5454545454545454,0.5606355868685354,0.06451612903225806,0.028551369061549262
658,Random Forest,credit,100,0.6,0.7692307692307693,0.5876381009256495,0.0,0.0033452807646356035
659,Neural Net,credit,100,0.6,0.0,0.02798165137614679,0.5504587155963303,0.666397545616018
660,AdaBoost,credit,100,0.6,0.5,0.601730393524979,0.0,0.0
661,Naive Bayes,credit,100,0.6,0.6153846153846154,0.6416581520945848,0.32432432432432434,0.37680608365019014
662,QDA,credit,100,0.6,0.0,0.0,0.2222222222222222,0.3890024150102174
663,XGB,credit,100,0.6,0.6666666666666666,0.5796446853357422,0.22857142857142856,0.2899884925201381
664,Nearest Neighbors,credit,100,0.8,0.23529411764705882,0.48487084870848707,0.35135135135135137,0.49842653110626967
665,Decision Tree,credit,100,0.8,0.5882352941176471,0.6451313037415757,0.7058823529411765,0.7038475767665556
666,Random Forest,credit,100,0.8,0.631578947368421,0.7139381299965242,0.5945945945945946,0.6485249237029501
667,Neural Net,credit,100,0.8,0.0,0.034960272417707154,0.2608695652173913,0.31542594013814274
668,AdaBoost,credit,100,0.8,0.7058823529411765,0.6808967326496542,0.75,0.7067833698030634
669,Naive Bayes,credit,100,0.8,0.8235294117647058,0.7121292372881356,0.6756756756756757,0.7013157894736842
670,QDA,credit,100,0.8,0.75,0.6990018276395332,0.6388888888888888,0.6855994641661085
671,XGB,credit,100,0.8,0.7368421052631579,0.6644541898779187,0.6363636363636364,0.6141985962489932
672,Nearest Neighbors,credit,100,1.0,0.6363636363636364,0.48318428013603726,0.5454545454545454,0.4965686274509804
673,Decision Tree,credit,100,1.0,0.5555555555555556,0.5793479821915841,0.7286821705426356,0.6976144422952933
674,Random Forest,credit,100,1.0,0.631578947368421,0.6578212290502793,0.6923076923076923,0.6467176989097657
675,Neural Net,credit,100,1.0,0.14285714285714285,0.08572043937109627,0.0,0.024923583352927346
676,AdaBoost,credit,100,1.0,0.6666666666666666,0.6349337748344371,0.7230769230769231,0.7053050643458939
677,Naive Bayes,credit,100,1.0,0.7407407407407407,0.7328691088909073,0.7741935483870968,0.7326336831584208
678,QDA,credit,100,1.0,0.7407407407407407,0.7022032693674485,0.7708333333333334,0.7270492810618164
679,XGB,credit,100,1.0,0.6666666666666666,0.6669289273537896,0.5473684210526316,0.592247357053541
680,Nearest Neighbors,credit,200,0.2,0.0,0.07220860262981948,0.23809523809523808,0.21806620534879373
681,Decision Tree,credit,200,0.2,0.2222222222222222,0.2843657817109145,0.0,0.052704576976421634
682,Random Forest,credit,200,0.2,0.2222222222222222,0.4215863817457443,0.0,0.0
683,Neural Net,credit,200,0.2,0.0,0.022222222222222223,0.0,0.043188605559384335
684,AdaBoost,credit,200,0.2,0.25,0.4130714154580503,0.0,0.0
685,Naive Bayes,credit,200,0.2,0.5,0.7268543880793251,0.08695652173913043,0.25447956512985703
686,QDA,credit,200,0.2,0.4,0.6188132348919879,0.08333333333333333,0.2810703666997027
687,XGB,credit,200,0.2,0.2222222222222222,0.36222558667676,0.0,0.08114884887166629
688,Nearest Neighbors,credit,200,0.4,0.25,0.23983739837398374,0.208955223880597,0.35175879396984927
689,Decision Tree,credit,200,0.4,0.4444444444444444,0.5687567070366396,0.09090909090909091,0.03669724770642202
690,Random Forest,credit,200,0.4,0.375,0.41827448125227523,0.0,0.008583690987124463
691,Neural Net,credit,200,0.4,0.0,0.022211938917167977,0.0,0.029927519289221417
692,AdaBoost,credit,200,0.4,0.4444444444444444,0.620529223611515,0.0,0.0004789272030651341
693,Naive Bayes,credit,200,0.4,0.6111111111111112,0.6850209986000934,0.13953488372093023,0.1303964757709251
694,QDA,credit,200,0.4,0.5625,0.662834526950622,0.2222222222222222,0.19612848330142524
695,XGB,credit,200,0.4,0.5,0.5683554169914263,0.20408163265306123,0.2960576194086429
696,Nearest Neighbors,credit,200,0.6,0.3157894736842105,0.46594695455151275,0.42276422764227645,0.41055634807417973
697,Decision Tree,credit,200,0.6,0.42105263157894735,0.6332397379328787,0.0,0.01756468075005934
698,Random Forest,credit,200,0.6,0.47058823529411764,0.630858806404658,0.0,0.016595542911332386
699,Neural Net,credit,200,0.6,0.0,0.02445777572681126,0.03225806451612903,0.04261168384879725
700,AdaBoost,credit,200,0.6,0.625,0.6722504462446794,0.0,0.007633587786259542
701,Naive Bayes,credit,200,0.6,0.6153846153846154,0.6020925808497146,0.12307692307692308,0.13502849627356422
702,QDA,credit,200,0.6,0.6666666666666666,0.7434025828186412,0.12121212121212122,0.13464912280701755
703,XGB,credit,200,0.6,0.5,0.6436044078672061,0.391304347826087,0.3661145617667357
704,Nearest Neighbors,credit,200,0.8,0.5714285714285714,0.5042606516290726,0.44171779141104295,0.48407014077550015
705,Decision Tree,credit,200,0.8,0.4666666666666667,0.6592563186449649,0.6292134831460674,0.6833898305084746
706,Random Forest,credit,200,0.8,0.6875,0.7348066298342542,0.4827586206896552,0.4536259214812275
707,Neural Net,credit,200,0.8,0.0,0.02401847575057737,0.024096385542168676,0.053406998158379376
708,AdaBoost,credit,200,0.8,0.6285714285714286,0.7327098203298056,0.5987261146496815,0.6251298026998962
709,Naive Bayes,credit,200,0.8,0.5925925925925926,0.6790331646992692,0.6065573770491803,0.6232404911650195
710,QDA,credit,200,0.8,0.5714285714285714,0.7108843537414966,0.6129032258064516,0.657876081100241
711,XGB,credit,200,0.8,0.6666666666666666,0.7326851518425159,0.5432098765432098,0.5885750156936598
712,Nearest Neighbors,credit,200,1.0,0.3783783783783784,0.4796403339755941,0.4803921568627451,0.5019157088122606
713,Decision Tree,credit,200,1.0,0.7878787878787878,0.6686689419795222,0.6666666666666666,0.6662942866262368
714,Random Forest,credit,200,1.0,0.7894736842105263,0.7390471630356715,0.7226890756302521,0.6950152594099694
715,Neural Net,credit,200,1.0,0.6666666666666666,0.6643548387096774,0.6577181208053692,0.6652806652806653
716,AdaBoost,credit,200,1.0,0.8235294117647058,0.7267389917038928,0.6909090909090909,0.6764357289085228
717,Naive Bayes,credit,200,1.0,0.5185185185185185,0.5270500170125894,0.6609442060085837,0.6582536128638307
718,QDA,credit,200,1.0,0.7096774193548387,0.6889604029662796,0.6239316239316239,0.6421583770981362
719,XGB,credit,200,1.0,0.7647058823529411,0.7363038714390066,0.6341463414634146,0.5901563404748118
720,Nearest Neighbors,credit,300,0.2,0.2857142857142857,0.1728952772073922,0.22580645161290322,0.26827537260468415
721,Decision Tree,credit,300,0.2,0.6666666666666666,0.4305999290024849,0.0,0.0014360938247965534
722,Random Forest,credit,300,0.2,0.6666666666666666,0.34804297774366844,0.0,0.0
723,Neural Net,credit,300,0.2,0.0,0.022222222222222223,0.06060606060606061,0.02456306093528578
724,AdaBoost,credit,300,0.2,0.5333333333333333,0.41107714439848947,0.0,0.0
725,Naive Bayes,credit,300,0.2,0.4090909090909091,0.6394342762063228,0.2222222222222222,0.1524761077324066
726,QDA,credit,300,0.2,0.7407407407407407,0.649412353088272,0.2222222222222222,0.14795474325500435
727,XGB,credit,300,0.2,0.625,0.34407386470699075,0.12121212121212122,0.06481058877225011
728,Nearest Neighbors,credit,300,0.4,0.3157894736842105,0.35680152914941066,0.3826086956521739,0.34297586702892763
729,Decision Tree,credit,300,0.4,0.5384615384615384,0.634053738317757,0.030303030303030304,0.034451079467156635
730,Random Forest,credit,300,0.4,0.23529411764705882,0.45505421476040575,0.0,0.0004789272030651341
731,Neural Net,credit,300,0.4,0.0,0.022222222222222223,0.0,0.02688045272341429
732,AdaBoost,credit,300,0.4,0.5714285714285714,0.5662460567823344,0.0,0.0
733,Naive Bayes,credit,300,0.4,0.44,0.664719246997728,0.23376623376623376,0.2817182817182817
734,QDA,credit,300,0.4,0.4583333333333333,0.6649163111256974,0.27848101265822783,0.30751081399921354
735,XGB,credit,300,0.4,0.4444444444444444,0.5927047071288027,0.05970149253731343,0.06456012730165947
736,Nearest Neighbors,credit,300,0.6,0.4117647058823529,0.41165163389028536,0.4816753926701571,0.46358128142323063
737,Decision Tree,credit,300,0.6,0.6206896551724138,0.6919226085780003,0.6304347826086957,0.6303418803418803
738,Random Forest,credit,300,0.6,0.7096774193548387,0.69173140954495,0.3652173913043478,0.3162827020695041
739,Neural Net,credit,300,0.6,0.0,0.022674687644608976,0.5538461538461539,0.6647319629181782
740,AdaBoost,credit,300,0.6,0.6451612903225806,0.6820175438596491,0.6153846153846154,0.6648663246016743
741,Naive Bayes,credit,300,0.6,0.5230769230769231,0.6672718270341641,0.3157894736842105,0.38058846006878105
742,QDA,credit,300,0.6,0.5245901639344263,0.6733735747820255,0.4262295081967213,0.4094811496827174
743,XGB,credit,300,0.6,0.7096774193548387,0.6948254787450767,0.4970414201183432,0.5008813160987075
744,Nearest Neighbors,credit,300,0.8,0.5925925925925926,0.512234505030431,0.49586776859504134,0.48257708698922036
745,Decision Tree,credit,300,0.8,0.6938775510204082,0.6799791177238319,0.014598540145985401,0.047407407407407405
746,Random Forest,credit,300,0.8,0.7083333333333334,0.7098709088538271,0.016260162601626018,0.05737893045673629
747,Neural Net,credit,300,0.8,0.06896551724137931,0.07418924922256774,0.032520325203252036,0.030747728860936407
748,AdaBoost,credit,300,0.8,0.6521739130434783,0.7090002623983207,0.49710982658959535,0.4820180671552753
749,Naive Bayes,credit,300,0.8,0.5263157894736842,0.43276108726752505,0.422360248447205,0.37706119457676807
750,QDA,credit,300,0.8,0.5263157894736842,0.4836891545687447,0.41509433962264153,0.3554396423248882
751,XGB,credit,300,0.8,0.5833333333333334,0.6932546806873557,0.4230769230769231,0.4302891497280275
752,Nearest Neighbors,credit,300,1.0,0.59375,0.5481429735708464,0.4984025559105431,0.5131408367707719
753,Decision Tree,credit,300,1.0,0.6,0.737468746279319,0.5114503816793893,0.5239651416122004
754,Random Forest,credit,300,1.0,0.6666666666666666,0.694047769493239,0.6763848396501457,0.6897060372984933
755,Neural Net,credit,300,1.0,0.10810810810810811,0.13063249276560562,0.38144329896907214,0.3981563552561603
756,AdaBoost,credit,300,1.0,0.631578947368421,0.7173637515842839,0.6622516556291391,0.6956829440905874
757,Naive Bayes,credit,300,1.0,0.6666666666666666,0.6775179856115108,0.6267942583732058,0.6248506571087217
758,QDA,credit,300,1.0,0.6585365853658537,0.6687148876404494,0.6113744075829384,0.6198115609880316
759,XGB,credit,300,1.0,0.5925925925925926,0.7095232104667254,0.5544554455445545,0.551429889298893
760,Nearest Neighbors,credit,400,0.2,0.3076923076923077,0.2002374356944994,0.18181818181818182,0.2839399689494566
761,Decision Tree,credit,400,0.2,0.46153846153846156,0.48132922233641656,0.04878048780487805,0.018439716312056736
762,Random Forest,credit,400,0.2,0.2222222222222222,0.3055610528398971,0.0,0.0
763,Neural Net,credit,400,0.2,0.0,0.022690437601296597,0.0,0.01188495364868077
764,AdaBoost,credit,400,0.2,0.5454545454545454,0.5063078216989066,0.0,0.0
765,Naive Bayes,credit,400,0.2,0.5454545454545454,0.4791333688510034,0.046511627906976744,0.040064471563435414
766,QDA,credit,400,0.2,0.5454545454545454,0.5637894041921109,0.046511627906976744,0.05222171323866239
767,XGB,credit,400,0.2,0.36363636363636365,0.465324384787472,0.08695652173913043,0.17643298529725124
768,Nearest Neighbors,credit,400,0.4,0.12121212121212122,0.32797319932998326,0.38202247191011235,0.38496955294816576
769,Decision Tree,credit,400,0.4,0.4,0.6024835198528284,0.024691358024691357,0.0071581961345740875
770,Random Forest,credit,400,0.4,0.5555555555555556,0.5504005340453939,0.0,0.0014357501794687725
771,Neural Net,credit,400,0.4,0.0,0.1315570358034971,0.4456824512534819,0.6662898667743238
772,AdaBoost,credit,400,0.4,0.5714285714285714,0.6576537287396423,0.0,0.0
773,Naive Bayes,credit,400,0.4,0.5263157894736842,0.6097560975609756,0.2857142857142857,0.3767371601208459
774,QDA,credit,400,0.4,0.5,0.6701846965699209,0.3067484662576687,0.37986537898741585
775,XGB,credit,400,0.4,0.45454545454545453,0.6577703641923826,0.2912621359223301,0.25769077107471033
776,Nearest Neighbors,credit,400,0.6,0.4444444444444444,0.4275582573454914,0.3442622950819672,0.4114939322081183
777,Decision Tree,credit,400,0.6,0.5789473684210527,0.5838287752675386,0.0,0.0014354066985645933
778,Random Forest,credit,400,0.6,0.7317073170731707,0.6285628562856286,0.04878048780487805,0.021759697256385997
779,Neural Net,credit,400,0.6,0.22857142857142856,0.34314060896339377,0.01639344262295082,0.02308598351001178
780,AdaBoost,credit,400,0.6,0.7555555555555555,0.6905178211163416,0.0,0.0
781,Naive Bayes,credit,400,0.6,0.7027027027027027,0.6027658559847401,0.5225653206650831,0.6435865504358655
782,QDA,credit,400,0.6,0.8085106382978723,0.727579493835172,0.5238095238095238,0.6436819805599402
783,XGB,credit,400,0.6,0.8,0.6835034927458356,0.3804878048780488,0.38595400870105656
784,Nearest Neighbors,credit,400,0.8,0.3157894736842105,0.5070993914807302,0.3848797250859107,0.42963370972183973
785,Decision Tree,credit,400,0.8,0.7307692307692307,0.6989575387744724,0.012048192771084338,0.06204379562043796
786,Random Forest,credit,400,0.8,0.6808510638297872,0.7228885241762404,0.0,0.0198722498225692
787,Neural Net,credit,400,0.8,0.0,0.03127917833800187,0.0,0.02270577105014191
788,AdaBoost,credit,400,0.8,0.7450980392156863,0.7566988210075026,0.0,0.0
789,Naive Bayes,credit,400,0.8,0.676923076923077,0.7541687979539642,0.1590909090909091,0.1941213787270036
790,QDA,credit,400,0.8,0.7142857142857143,0.7581176470588236,0.1694915254237288,0.19548237280979522
