,V1,V6,V10,V12,V13,V14,V15,Class
5239,56,1399.0,12,80.0,4,-1.0,0,0
5240,45,-55.0,16,124.0,1,-1.0,0,0
5241,37,580.0,2,469.0,2,-1.0,0,0
5242,33,79.0,2,674.0,1,-1.0,0,0
5243,31,137.0,22,385.0,9,-1.0,0,0
5244,40,581.0,15,1013.0,3,-1.0,0,0
5245,30,387.0,8,75.0,1,-1.0,0,0
5246,30,1012.0,17,22.0,3,329.0,1,0
5247,35,219.0,29,161.0,1,-1.0,0,0
5248,38,89.0,14,71.0,1,360.0,10,0
5249,36,1072.0,12,338.0,2,-1.0,0,0
5250,45,3643.0,21,162.0,1,-1.0,0,0
5251,51,726.0,11,409.0,1,14.0,8,0
5252,48,0.0,11,430.0,3,-1.0,0,0
5253,35,-995.0,25,734.0,4,-1.0,0,0
5254,26,187.0,9,341.0,1,-1.0,0,0
5255,31,1094.0,12,93.0,8,-1.0,0,0
5256,52,-99.0,26,91.0,3,-1.0,0,0
5257,45,-33.0,28,198.0,3,-1.0,0,0
5258,35,0.0,1,295.0,1,303.0,1,0
5259,40,991.0,12,316.0,2,-1.0,0,0
5260,52,799.0,21,128.0,2,-1.0,0,0
5261,28,1.0,15,92.0,4,-1.0,0,0
5262,54,3395.0,7,199.0,2,-1.0,0,0
5263,34,-343.0,19,207.0,1,-1.0,0,0
5264,35,458.0,21,1091.0,3,-1.0,0,0
5265,46,107.0,8,109.0,6,-1.0,0,0
5266,54,1037.0,12,612.0,4,-1.0,0,0
5267,35,0.0,21,190.0,5,-1.0,0,0
5268,33,13160.0,10,212.0,1,-1.0,0,0
5269,43,396.0,11,105.0,3,-1.0,0,0
5270,41,653.0,17,60.0,2,-1.0,0,0
5271,50,-1.0,20,151.0,1,-1.0,0,0
5272,42,0.0,30,351.0,2,-1.0,0,0
5273,53,1014.0,19,59.0,2,-1.0,0,0
5274,51,-28.0,2,220.0,2,-1.0,0,0
5275,49,254.0,13,179.0,1,-1.0,0,0
5276,48,558.0,25,433.0,6,-1.0,0,0
5277,38,6447.0,12,296.0,1,-1.0,0,0
5278,41,-516.0,8,554.0,3,-1.0,0,0
5279,38,215.0,20,70.0,1,167.0,1,0
5280,34,-16.0,5,78.0,1,-1.0,0,0
5281,44,59.0,18,9.0,4,341.0,19,0
5282,44,0.0,17,139.0,3,-1.0,0,0
5283,30,0.0,23,40.0,5,-1.0,0,0
5284,47,-401.0,23,78.0,1,-1.0,0,0
5285,52,0.0,17,215.0,3,-1.0,0,0
5286,39,1433.0,8,182.0,2,366.0,1,0
5287,57,-868.0,23,186.0,1,-1.0,0,0
5288,33,2557.0,18,186.0,1,-1.0,0,0
5289,59,2343.0,5,1042.0,1,-1.0,0,1
5290,56,45.0,5,1467.0,1,-1.0,0,1
5291,41,1270.0,5,1389.0,1,-1.0,0,1
5292,55,2476.0,5,579.0,1,-1.0,0,1
5293,54,184.0,5,673.0,2,-1.0,0,1
5294,42,0.0,5,562.0,2,-1.0,0,1
5295,56,830.0,6,1201.0,1,-1.0,0,1
5296,60,545.0,6,1030.0,1,-1.0,0,1
5297,39,45248.0,6,1623.0,1,-1.0,0,1
5298,37,1.0,6,608.0,1,-1.0,0,1
5299,34,869.0,6,1677.0,1,-1.0,0,1
5300,55,387.0,6,918.0,1,-1.0,0,1
5301,28,5090.0,6,1297.0,3,-1.0,0,1
5302,30,484.0,6,703.0,1,-1.0,0,1
5303,36,368.0,6,1597.0,2,-1.0,0,1
5304,37,245.0,7,732.0,2,-1.0,0,1
5305,45,154.0,7,1138.0,1,-1.0,0,1
5306,53,-291.0,7,591.0,1,-1.0,0,1
5307,38,100.0,7,786.0,1,-1.0,0,1
5308,30,309.0,7,1574.0,2,-1.0,0,1
5309,29,199.0,7,1689.0,4,-1.0,0,1
5310,46,460.0,7,1102.0,2,-1.0,0,1
5311,31,703.0,8,943.0,2,-1.0,0,1
5312,39,70.0,8,813.0,1,-1.0,0,1
5313,35,3837.0,8,1084.0,1,-1.0,0,1
5314,32,611.0,8,541.0,3,-1.0,0,1
5315,49,-8.0,8,1119.0,1,-1.0,0,1
5316,41,55.0,8,1120.0,2,-1.0,0,1
5317,49,168.0,8,513.0,1,-1.0,0,1
5318,28,785.0,8,442.0,2,-1.0,0,1
5319,43,2067.0,8,756.0,1,-1.0,0,1
5320,43,388.0,8,2087.0,2,-1.0,0,1
5321,43,-192.0,8,1120.0,2,-1.0,0,1
5322,37,381.0,8,985.0,2,-1.0,0,1
5323,35,40.0,9,617.0,4,-1.0,0,1
5324,31,22.0,9,483.0,3,-1.0,0,1
5325,46,332.0,9,772.0,1,-1.0,0,1
5326,43,3.0,9,929.0,3,-1.0,0,1
5327,31,307.0,9,538.0,1,-1.0,0,1
5328,28,759.0,9,710.0,1,-1.0,0,1
5329,32,-1.0,9,653.0,1,-1.0,0,1
5330,60,65.0,9,1028.0,2,-1.0,0,1
5331,26,82.0,9,654.0,1,-1.0,0,1
5332,40,10.0,9,1692.0,2,-1.0,0,1
5333,28,-197.0,9,2016.0,2,-1.0,0,1
5334,33,390.0,9,665.0,2,-1.0,0,1
5335,45,101.0,12,460.0,5,-1.0,0,1
5336,32,311.0,12,757.0,2,-1.0,0,1
5337,35,414.0,13,504.0,4,-1.0,0,1
5338,33,5.0,13,1346.0,1,-1.0,0,1
5339,38,119.0,13,568.0,4,-1.0,0,1
5340,24,-122.0,13,1000.0,1,-1.0,0,1
5341,54,0.0,13,618.0,1,-1.0,0,1
5342,34,383.0,13,2231.0,1,-1.0,0,1
5343,23,4.0,13,395.0,2,-1.0,0,1
5344,60,1262.0,13,1015.0,1,-1.0,0,1
5345,48,1949.0,13,683.0,2,-1.0,0,1
5346,45,-395.0,13,470.0,1,-1.0,0,1
5347,36,1165.0,13,1001.0,4,-1.0,0,1
5348,52,2240.0,13,845.0,1,-1.0,0,1
5349,37,175.0,13,753.0,6,-1.0,0,1
5350,46,369.0,13,916.0,2,-1.0,0,1
5351,35,300.0,13,945.0,2,-1.0,0,1
5352,43,3285.0,13,1721.0,2,-1.0,0,1
5353,52,3923.0,14,942.0,3,-1.0,0,1
5354,53,1443.0,14,476.0,1,-1.0,0,1
5355,48,24.0,14,832.0,1,-1.0,0,1
5356,41,1618.0,14,1553.0,1,-1.0,0,1
5357,39,517.0,14,1328.0,1,-1.0,0,1
5358,59,1521.0,14,1125.0,2,-1.0,0,1
5359,41,2823.0,14,858.0,1,-1.0,0,1
5360,48,1405.0,14,629.0,2,-1.0,0,1
5361,40,1535.0,14,704.0,1,-1.0,0,1
5362,48,1596.0,14,760.0,1,-1.0,0,1
5363,60,1542.0,14,930.0,1,-1.0,0,1
5364,40,3652.0,14,1028.0,2,-1.0,0,1
5365,57,-1.0,14,850.0,2,-1.0,0,1
5366,51,7180.0,14,927.0,1,-1.0,0,1
5367,41,5291.0,14,1423.0,3,-1.0,0,1
5368,41,1384.0,15,1162.0,4,-1.0,0,1
5369,46,556.0,15,646.0,3,-1.0,0,1
5370,52,-191.0,15,755.0,1,-1.0,0,1
5371,43,3173.0,15,746.0,1,-1.0,0,1
5372,59,320.0,15,695.0,1,-1.0,0,1
5373,44,146.0,15,483.0,1,-1.0,0,1
5374,49,716.0,15,1257.0,3,-1.0,0,1
5375,49,341.0,15,520.0,2,-1.0,0,1
5376,50,461.0,15,651.0,32,-1.0,0,1
5377,40,-9.0,15,920.0,2,-1.0,0,1
5378,41,-306.0,15,500.0,1,-1.0,0,1
5379,44,4580.0,15,911.0,2,-1.0,0,1
5380,60,313.0,15,920.0,2,-1.0,0,1
5381,29,10576.0,15,1224.0,2,-1.0,0,1
5382,41,-233.0,15,1156.0,2,-1.0,0,1
5383,41,2453.0,15,1052.0,1,-1.0,0,1
5384,42,1364.0,15,1867.0,6,-1.0,0,1
5385,46,668.0,15,1263.0,2,-1.0,0,1
5386,32,772.0,15,697.0,3,-1.0,0,1
5387,36,281.0,16,515.0,1,-1.0,0,1
5388,39,94.0,16,813.0,1,-1.0,0,1
5389,33,273.0,16,803.0,1,-1.0,0,1
5390,42,153.0,16,844.0,1,-1.0,0,1
5391,31,144.0,16,676.0,1,-1.0,0,1
5392,40,446.0,16,1252.0,1,-1.0,0,1
5393,26,246.0,16,1143.0,3,-1.0,0,1
5394,45,804.0,16,528.0,1,-1.0,0,1
5395,31,92.0,16,688.0,1,-1.0,0,1
5396,29,163.0,16,803.0,1,-1.0,0,1
5397,27,1742.0,16,787.0,1,-1.0,0,1
5398,37,49.0,16,619.0,2,-1.0,0,1
5399,40,1758.0,16,1230.0,3,-1.0,0,1
5400,33,-416.0,16,767.0,2,-1.0,0,1
5401,24,409.0,16,912.0,1,-1.0,0,1
5402,24,656.0,16,894.0,1,-1.0,0,1
5403,50,363.0,16,1340.0,1,-1.0,0,1
5404,27,3706.0,16,897.0,1,-1.0,0,1
5405,54,4393.0,16,1297.0,3,-1.0,0,1
5406,30,863.0,16,1193.0,5,-1.0,0,1
5407,34,695.0,16,1064.0,4,-1.0,0,1
5408,37,792.0,16,1187.0,4,-1.0,0,1
5409,41,1020.0,19,882.0,1,-1.0,0,1
5410,47,863.0,19,943.0,2,-1.0,0,1
5411,31,97.0,19,607.0,1,-1.0,0,1
5412,31,754.0,19,1022.0,4,-1.0,0,1
5413,43,1040.0,19,552.0,3,-1.0,0,1
5414,37,122.0,19,1622.0,2,-1.0,0,1
5415,30,880.0,19,967.0,6,-1.0,0,1
5416,41,501.0,19,579.0,5,-1.0,0,1
5417,30,3291.0,19,1218.0,3,-1.0,0,1
5418,36,4438.0,20,446.0,1,-1.0,0,1
5419,35,0.0,20,1205.0,1,-1.0,0,1
5420,29,271.0,20,1882.0,2,-1.0,0,1
5421,35,102.0,20,1334.0,1,-1.0,0,1
5422,31,2.0,20,182.0,2,-1.0,0,1
5423,35,4170.0,20,1777.0,1,-1.0,0,1
5424,34,85.0,20,1182.0,4,-1.0,0,1
5425,31,431.0,20,1045.0,1,-1.0,0,1
5426,44,982.0,20,650.0,3,-1.0,0,1
5427,36,408.0,20,1063.0,2,-1.0,0,1
5428,39,1022.0,20,1410.0,2,-1.0,0,1
5429,35,4822.0,20,843.0,2,-1.0,0,1
5430,41,1250.0,20,1392.0,2,-1.0,0,1
5431,31,3311.0,20,719.0,1,-1.0,0,1
5432,31,216.0,21,565.0,1,-1.0,0,1
5433,34,1207.0,21,905.0,1,-1.0,0,1
5434,32,791.0,21,783.0,2,-1.0,0,1
5435,36,849.0,21,958.0,2,-1.0,0,1
5436,30,239.0,21,412.0,1,-1.0,0,1
5437,37,1211.0,21,795.0,1,-1.0,0,1
5438,54,487.0,21,828.0,4,-1.0,0,1
5439,36,599.0,21,649.0,2,-1.0,0,1
5440,31,825.0,21,506.0,2,-1.0,0,1
5441,27,2183.0,21,857.0,1,-1.0,0,1
5442,34,4499.0,21,1681.0,1,-1.0,0,1
5443,32,-198.0,21,681.0,3,-1.0,0,1
5444,30,1289.0,21,1697.0,2,-1.0,0,1
5445,32,4665.0,21,860.0,2,-1.0,0,1
5446,37,3326.0,21,799.0,1,-1.0,0,1
5447,38,622.0,21,611.0,2,-1.0,0,1
5448,32,783.0,21,923.0,3,-1.0,0,1
5449,33,0.0,21,521.0,3,-1.0,0,1
5450,35,994.0,23,1349.0,8,-1.0,0,1
5451,35,1354.0,23,736.0,2,-1.0,0,1
5452,30,239.0,23,785.0,1,-1.0,0,1
5453,30,278.0,23,1073.0,1,-1.0,0,1
5454,34,2495.0,23,924.0,1,-1.0,0,1
5455,45,-311.0,23,1030.0,1,-1.0,0,1
5456,45,149.0,23,893.0,3,-1.0,0,1
5457,33,1464.0,23,588.0,3,-1.0,0,1
5458,33,3546.0,23,777.0,2,-1.0,0,1
5459,44,5773.0,23,597.0,6,-1.0,0,1
5460,40,278.0,23,1015.0,3,-1.0,0,1
5461,31,2910.0,23,1392.0,2,-1.0,0,1
5462,30,541.0,26,414.0,2,-1.0,0,1
5463,44,1262.0,26,788.0,11,-1.0,0,1
5464,34,-538.0,26,682.0,1,-1.0,0,1
5465,31,747.0,26,543.0,2,-1.0,0,1
5466,45,61.0,26,745.0,4,-1.0,0,1
5467,37,125.0,26,679.0,2,-1.0,0,1
5468,28,0.0,26,1560.0,2,-1.0,0,1
5469,32,620.0,26,1234.0,3,-1.0,0,1
5470,37,316.0,26,642.0,2,-1.0,0,1
5471,34,2287.0,26,895.0,4,-1.0,0,1
5472,38,198.0,26,431.0,2,-1.0,0,1
5473,28,460.0,26,741.0,6,-1.0,0,1
5474,31,1145.0,26,1272.0,4,-1.0,0,1
5475,30,129.0,26,1446.0,7,-1.0,0,1
5476,30,1265.0,26,414.0,2,-1.0,0,1
5477,59,-22.0,26,748.0,3,-1.0,0,1
5478,24,685.0,26,896.0,3,-1.0,0,1
5479,26,901.0,26,764.0,2,-1.0,0,1
5480,59,351.0,27,1063.0,5,-1.0,0,1
5481,53,-725.0,27,1205.0,1,-1.0,0,1
5482,30,0.0,27,1051.0,1,-1.0,0,1
5483,28,939.0,27,740.0,1,-1.0,0,1
5484,37,274.0,27,731.0,3,-1.0,0,1
5485,24,2984.0,27,935.0,1,-1.0,0,1
5486,30,-213.0,27,751.0,1,-1.0,0,1
5487,25,97.0,27,709.0,1,-1.0,0,1
5488,44,51.0,27,3094.0,2,-1.0,0,1
5489,29,314.0,28,938.0,2,-1.0,0,1
5490,26,6840.0,28,1560.0,2,-1.0,0,1
5491,26,668.0,28,576.0,3,-1.0,0,1
5492,27,54.0,28,543.0,2,-1.0,0,1
5493,25,1242.0,28,615.0,2,-1.0,0,1
5494,28,292.0,28,507.0,1,-1.0,0,1
5495,23,665.0,28,1183.0,1,-1.0,0,1
5496,27,294.0,28,694.0,2,-1.0,0,1
5497,23,1129.0,28,806.0,1,-1.0,0,1
5498,46,57.0,28,796.0,1,-1.0,0,1
5499,23,854.0,28,664.0,2,-1.0,0,1
5500,57,0.0,28,648.0,1,-1.0,0,1
5501,34,1058.0,28,864.0,2,-1.0,0,1
5502,28,949.0,28,1730.0,1,-1.0,0,1
5503,51,606.0,28,560.0,9,-1.0,0,1
5504,35,0.0,29,543.0,1,-1.0,0,1
5505,35,404.0,29,539.0,1,-1.0,0,1
5506,27,2486.0,29,733.0,1,-1.0,0,1
5507,56,249.0,29,791.0,2,-1.0,0,1
5508,45,3354.0,29,746.0,1,-1.0,0,1
5509,60,0.0,29,1207.0,1,-1.0,0,1
5510,56,589.0,29,535.0,2,-1.0,0,1
5511,33,127.0,29,1059.0,2,-1.0,0,1
5512,27,12956.0,29,789.0,3,-1.0,0,1
5513,30,873.0,29,792.0,3,-1.0,0,1
5514,45,594.0,29,833.0,2,-1.0,0,1
5515,29,-20.0,29,814.0,2,-1.0,0,1
5516,38,4692.0,29,1363.0,2,-1.0,0,1
5517,34,1031.0,29,751.0,3,-1.0,0,1
5518,30,486.0,29,1109.0,3,-1.0,0,1
5519,44,1593.0,29,828.0,3,-1.0,0,1
5520,36,7606.0,30,917.0,1,-1.0,0,1
5521,40,5637.0,30,553.0,3,-1.0,0,1
5522,38,226.0,30,762.0,3,-1.0,0,1
5523,36,366.0,30,1133.0,2,-1.0,0,1
5524,37,16.0,30,638.0,1,-1.0,0,1
5525,35,565.0,30,763.0,1,-1.0,0,1
5526,48,0.0,30,682.0,1,-1.0,0,1
5527,38,19.0,30,604.0,2,-1.0,0,1
5528,40,1082.0,30,854.0,2,-1.0,0,1
5529,42,1713.0,30,855.0,2,-1.0,0,1
5530,46,14481.0,30,1269.0,1,-1.0,0,1
5531,35,5724.0,30,691.0,10,-1.0,0,1
5532,34,1451.0,30,1097.0,15,-1.0,0,1
5533,29,121.0,30,1500.0,2,-1.0,0,1
5534,32,-34.0,30,1236.0,2,-1.0,0,1
5535,50,3674.0,30,886.0,3,-1.0,0,1
5536,35,698.0,30,1343.0,3,-1.0,0,1
5537,36,4136.0,30,812.0,3,-1.0,0,1
5538,53,2656.0,30,1980.0,2,-1.0,0,1
5539,32,562.0,30,722.0,3,-1.0,0,1
5540,46,2904.0,30,984.0,2,-1.0,0,1
5541,26,1004.0,30,228.0,2,-1.0,0,1
5542,45,410.0,30,891.0,4,-1.0,0,1
5543,31,0.0,30,745.0,12,-1.0,0,1
5544,29,0.0,30,539.0,12,-1.0,0,1
5545,53,62.0,30,1044.0,5,-1.0,0,1
5546,27,416.0,30,1193.0,2,-1.0,0,1
5547,39,2763.0,2,526.0,2,-1.0,0,1
5548,36,2984.0,2,394.0,1,-1.0,0,1
5549,41,143.0,2,659.0,2,-1.0,0,1
5550,36,0.0,2,1036.0,1,-1.0,0,1
5551,32,696.0,2,815.0,1,-1.0,0,1
5552,35,152.0,2,563.0,1,-1.0,0,1
5553,36,-78.0,2,1068.0,1,-1.0,0,1
5554,35,867.0,2,230.0,3,-1.0,0,1
5555,30,953.0,2,747.0,2,-1.0,0,1
5556,42,443.0,2,671.0,5,-1.0,0,1
5557,42,-1129.0,2,555.0,5,-1.0,0,1
5558,32,415.0,2,777.0,4,-1.0,0,1
5559,40,1960.0,2,605.0,6,-1.0,0,1
5560,29,260.0,2,707.0,14,-1.0,0,1
5561,44,-411.0,2,432.0,4,-1.0,0,1
5562,32,1279.0,3,1173.0,3,-1.0,0,1
5563,31,86.0,3,963.0,2,-1.0,0,1
5564,40,-754.0,3,941.0,3,-1.0,0,1
5565,43,0.0,3,1025.0,7,-1.0,0,1
5566,27,178.0,3,732.0,2,-1.0,0,1
5567,37,278.0,3,1045.0,3,-1.0,0,1
5568,23,425.0,3,768.0,1,-1.0,0,1
5569,25,168.0,3,801.0,1,-1.0,0,1
5570,26,-36.0,3,482.0,2,-1.0,0,1
5571,47,126.0,3,2456.0,2,-1.0,0,1
5572,45,1893.0,3,1259.0,6,-1.0,0,1
5573,35,-87.0,3,1363.0,7,-1.0,0,1
5574,32,6281.0,3,1336.0,4,-1.0,0,1
5575,45,644.0,4,633.0,1,-1.0,0,1
5576,24,-389.0,4,1242.0,1,-1.0,0,1
5577,30,377.0,4,524.0,15,-1.0,0,1
5578,33,76.0,4,1141.0,4,-1.0,0,1
5579,29,-271.0,4,578.0,1,-1.0,0,1
5580,38,5839.0,4,984.0,2,-1.0,0,1
5581,23,492.0,4,638.0,1,-1.0,0,1
5582,27,99.0,4,767.0,2,-1.0,0,1
5583,27,-713.0,4,525.0,2,-1.0,0,1
5584,29,32.0,4,563.0,1,-1.0,0,1
5585,30,543.0,4,1449.0,6,-1.0,0,1
5586,36,403.0,4,920.0,1,-1.0,0,1
5587,27,419.0,4,1181.0,2,-1.0,0,1
5588,35,437.0,4,908.0,1,-1.0,0,1
5589,50,705.0,5,504.0,1,-1.0,0,1
5590,36,1772.0,5,208.0,1,-1.0,0,1
5591,59,0.0,5,812.0,1,-1.0,0,1
5592,59,-88.0,5,910.0,2,-1.0,0,1
5593,47,0.0,5,1446.0,1,-1.0,0,1
5594,58,853.0,5,1149.0,2,-1.0,0,1
5595,37,240.0,5,1123.0,1,-1.0,0,1
5596,46,849.0,5,508.0,2,-1.0,0,1
5597,43,318.0,5,736.0,2,-1.0,0,1
5598,27,703.0,5,590.0,3,-1.0,0,1
5599,38,61.0,5,636.0,1,-1.0,0,1
5600,53,104.0,5,701.0,1,-1.0,0,1
5601,47,1996.0,5,761.0,2,-1.0,0,1
5602,56,1238.0,5,1558.0,1,-1.0,0,1
5603,41,879.0,5,1053.0,2,-1.0,0,1
5604,29,425.0,5,562.0,15,-1.0,0,1
5605,35,188.0,5,1865.0,2,-1.0,0,1
5606,38,3239.0,5,817.0,2,-1.0,0,1
5607,50,416.0,5,494.0,5,-1.0,0,1
5608,45,844.0,5,1018.0,3,-1.0,0,1
5609,35,860.0,5,884.0,4,-1.0,0,1
5610,35,1015.0,5,406.0,2,-1.0,0,1
5611,39,1047.0,6,554.0,1,-1.0,0,1
5612,26,639.0,6,709.0,5,-1.0,0,1
5613,26,710.0,6,1276.0,2,-1.0,0,1
5614,37,1508.0,6,381.0,2,-1.0,0,1
5615,30,223.0,6,862.0,11,-1.0,0,1
5616,38,619.0,6,460.0,4,-1.0,0,1
5617,28,-1042.0,6,712.0,2,-1.0,0,1
5618,54,351.0,6,642.0,2,-1.0,0,1
5619,41,1461.0,6,554.0,2,-1.0,0,1
5620,37,319.0,6,467.0,3,-1.0,0,1
5621,53,480.0,6,648.0,2,-1.0,0,1
5622,29,213.0,6,2653.0,3,-1.0,0,1
5623,35,68.0,6,1085.0,1,-1.0,0,1
5624,47,295.0,6,94.0,2,-1.0,0,1
5625,28,2788.0,6,369.0,2,-1.0,0,1
5626,36,1245.0,6,1469.0,9,-1.0,0,1
5627,55,7561.0,6,685.0,3,-1.0,0,1
5628,49,-46.0,9,1055.0,10,-1.0,0,1
5629,50,1595.0,9,882.0,1,-1.0,0,1
5630,43,1046.0,9,901.0,1,-1.0,0,1
5631,58,1382.0,9,700.0,1,-1.0,0,1
5632,38,217.0,9,491.0,6,-1.0,0,1
5633,48,183.0,9,940.0,1,-1.0,0,1
5634,59,1321.0,9,3881.0,3,-1.0,0,1
5635,38,1805.0,9,952.0,2,-1.0,0,1
5636,58,25.0,9,486.0,3,-1.0,0,1
5637,52,-519.0,9,442.0,8,-1.0,0,1
5638,36,4844.0,9,1137.0,3,-1.0,0,1
5639,42,5345.0,11,878.0,3,-1.0,0,1
5640,41,812.0,11,583.0,4,-1.0,0,1
5641,42,105.0,11,1159.0,4,-1.0,0,1
5642,39,-190.0,11,893.0,8,-1.0,0,1
5643,57,625.0,11,867.0,1,-1.0,0,1
5644,51,1435.0,11,587.0,1,-1.0,0,1
5645,52,293.0,11,706.0,1,-1.0,0,1
5646,59,1033.0,11,1199.0,1,-1.0,0,1
5647,56,1210.0,11,935.0,1,-1.0,0,1
5648,49,64.0,11,586.0,1,-1.0,0,1
5649,35,164.0,11,967.0,2,-1.0,0,1
5650,36,1766.0,11,595.0,2,-1.0,0,1
5651,40,1248.0,11,1290.0,2,-1.0,0,1
5652,37,8828.0,12,1010.0,3,-1.0,0,1
5653,55,0.0,12,614.0,2,-1.0,0,1
5654,58,826.0,12,885.0,1,-1.0,0,1
5655,39,2630.0,12,651.0,5,-1.0,0,1
5656,47,3727.0,12,993.0,6,-1.0,0,1
5657,40,406.0,12,577.0,2,-1.0,0,1
5658,35,2999.0,12,1141.0,6,-1.0,0,1
5659,48,1000.0,12,1268.0,2,-1.0,0,1
5660,27,18188.0,12,541.0,17,-1.0,0,1
5661,48,503.0,12,1243.0,7,-1.0,0,1
5662,24,-203.0,12,465.0,3,-1.0,0,1
5663,49,361.0,16,513.0,2,-1.0,0,1
5664,36,274.0,16,686.0,11,-1.0,0,1
5665,52,3687.0,16,741.0,4,-1.0,0,1
5666,38,1627.0,16,1323.0,9,-1.0,0,1
5667,42,323.0,16,617.0,1,-1.0,0,1
5668,36,981.0,16,1093.0,1,-1.0,0,1
5669,36,638.0,16,1395.0,2,-1.0,0,1
5670,48,3229.0,16,1089.0,1,-1.0,0,1
5671,51,1610.0,16,1248.0,3,-1.0,0,1
5672,51,33.0,16,721.0,3,-1.0,0,1
5673,46,536.0,16,750.0,2,-1.0,0,1
5674,37,0.0,16,637.0,6,-1.0,0,1
5675,36,3057.0,16,2769.0,4,-1.0,0,1
5676,47,2892.0,17,556.0,1,-1.0,0,1
5677,40,0.0,17,522.0,1,-1.0,0,1
5678,56,4266.0,17,490.0,4,-1.0,0,1
5679,38,110.0,17,1051.0,3,-1.0,0,1
5680,38,3316.0,17,1345.0,3,-1.0,0,1
5681,40,106.0,17,676.0,2,-1.0,0,1
5682,39,2303.0,17,775.0,3,-1.0,0,1
5683,60,3301.0,17,2621.0,3,-1.0,0,1
5684,51,67.0,18,835.0,1,-1.0,0,1
5685,39,426.0,18,1029.0,1,-1.0,0,1
5686,51,9.0,18,371.0,2,-1.0,0,1
5687,27,-97.0,18,1528.0,2,-1.0,0,1
5688,41,11008.0,18,1540.0,1,-1.0,0,1
5689,42,4930.0,18,973.0,1,-1.0,0,1
5690,35,1201.0,18,537.0,1,-1.0,0,1
5691,41,707.0,18,707.0,1,-1.0,0,1
5692,33,4.0,18,625.0,2,-1.0,0,1
5693,46,126.0,18,1255.0,1,-1.0,0,1
5694,44,1059.0,18,2093.0,1,-1.0,0,1
5695,31,671.0,18,704.0,4,-1.0,0,1
5696,51,1994.0,18,771.0,2,-1.0,0,1
5697,32,607.0,18,1060.0,5,-1.0,0,1
5698,41,219.0,18,1574.0,3,-1.0,0,1
5699,41,3622.0,19,1135.0,4,-1.0,0,1
5700,57,5768.0,19,512.0,1,-1.0,0,1
5701,55,1580.0,19,1007.0,1,-1.0,0,1
5702,53,1319.0,19,1318.0,3,-1.0,0,1
5703,55,2152.0,19,922.0,2,-1.0,0,1
5704,39,2843.0,19,585.0,1,-1.0,0,1
5705,36,1352.0,19,2028.0,1,-1.0,0,1
5706,40,0.0,19,952.0,4,-1.0,0,1
5707,59,1115.0,19,834.0,1,-1.0,0,1
5708,52,-309.0,19,500.0,2,-1.0,0,1
5709,42,625.0,19,651.0,3,-1.0,0,1
5710,45,377.0,19,835.0,3,-1.0,0,1
5711,41,246.0,19,683.0,3,-1.0,0,1
5712,27,61.0,19,1012.0,1,-1.0,0,1
5713,25,-191.0,19,958.0,7,-1.0,0,1
5714,43,519.0,20,973.0,2,-1.0,0,1
5715,60,1690.0,20,1467.0,4,-1.0,0,1
5716,48,5320.0,20,792.0,1,-1.0,0,1
5717,44,522.0,20,911.0,1,-1.0,0,1
5718,26,-46.0,20,382.0,7,-1.0,0,1
5719,52,2269.0,20,1210.0,1,-1.0,0,1
5720,50,396.0,20,716.0,2,-1.0,0,1
5721,54,386.0,20,838.0,1,-1.0,0,1
5722,56,0.0,20,422.0,1,-1.0,0,1
5723,57,9103.0,20,1098.0,2,-1.0,0,1
5724,42,-215.0,20,1573.0,5,-1.0,0,1
5725,29,908.0,20,1663.0,1,-1.0,0,1
5726,47,1694.0,20,560.0,3,-1.0,0,1
5727,57,-92.0,20,1617.0,1,-1.0,0,1
5728,40,188.0,20,570.0,2,-1.0,0,1
5729,38,2885.0,20,1422.0,10,-1.0,0,1
5730,46,0.0,20,1023.0,3,-1.0,0,1
5731,49,947.0,20,808.0,2,-1.0,0,1
5732,43,740.0,20,585.0,2,-1.0,0,1
5733,45,655.0,20,693.0,3,-1.0,0,1
5734,24,867.0,20,546.0,10,-1.0,0,1
5735,53,3765.0,20,1094.0,3,-1.0,0,1
5736,40,1009.0,20,1036.0,5,-1.0,0,1
5737,38,6360.0,20,1409.0,2,-1.0,0,1
5738,36,4145.0,20,988.0,4,-1.0,0,1
5739,27,-27.0,23,498.0,2,-1.0,0,1
5740,26,-122.0,23,670.0,3,-1.0,0,1
5741,43,149.0,23,662.0,2,-1.0,0,1
5742,25,52.0,24,528.0,2,-1.0,0,1
5743,27,335.0,26,519.0,3,-1.0,0,1
5744,30,526.0,26,677.0,3,-1.0,0,1
5745,28,-7.0,26,3183.0,2,-1.0,0,1
5746,27,-413.0,27,422.0,6,-1.0,0,1
5747,32,-241.0,27,856.0,2,-1.0,0,1
5748,41,75.0,1,479.0,9,-1.0,0,1
5749,37,0.0,1,1135.0,2,-1.0,0,1
5750,27,158.0,1,650.0,2,-1.0,0,1
5751,29,84.0,3,587.0,3,-1.0,0,1
5752,33,114.0,3,676.0,1,-1.0,0,1
5753,36,0.0,4,584.0,1,-1.0,0,1
5754,29,339.0,4,1576.0,3,-1.0,0,1
5755,44,1697.0,4,150.0,2,-1.0,0,1
5756,28,-127.0,4,1044.0,3,-1.0,0,1
5757,49,-157.0,7,491.0,3,-1.0,0,1
5758,55,49.0,7,494.0,4,-1.0,0,1
5759,51,216.0,7,615.0,2,-1.0,0,1
5760,39,506.0,7,718.0,2,-1.0,0,1
